pl_name,stars,moons,disc_year,orbital period,radius,mass,solar radius,solar mass,rotational velocity,distance,gaia magnitude
Kepler-23 b,1,0,2011,7.1,1.638,2.56,1.55,1.08,5.66956591796875,835.756,13.4015
Kepler-23 c,1,0,2011,10.74,3.005,7.81,1.55,1.08,5.66956591796875,835.756,13.4015
Kepler-23 d,1,0,2014,15.27,2.206,4.44,1.55,1.08,5.66956591796875,835.756,13.4015
Kepler-230 b,1,0,2014,32.625555,4.26,16.8,0.82,0.84,5.66956591796875,740.754,15.073
Kepler-230 c,1,0,2014,91.773242,2.04,4.82,0.82,0.84,5.66956591796875,740.754,15.073
Kepler-231 b,1,0,2014,10.065275,1.73,35.4,0.49,0.58,5.66956591796875,316.618,15.3896
Kepler-231 c,1,0,2014,19.271566,1.93,24.1,0.49,0.58,5.66956591796875,316.618,15.3896
Kepler-232 b,1,0,2014,4.431222,3.08,9.69,0.97,0.97,5.66956591796875,1349.13,15.3201
Kepler-232 c,1,0,2014,11.379349,3.83,14.0,0.97,0.97,5.66956591796875,1349.13,15.3201
Kepler-233 b,1,0,2014,8.472382,2.43,6.48,0.76,0.85,5.66956591796875,856.417,15.3263
Kepler-233 c,1,0,2014,60.418955,2.71,7.8,0.76,0.85,5.66956591796875,856.417,15.3263
Kepler-234 b,1,0,2014,2.711506,3.7,13.2,1.11,1.11,5.66956591796875,1733.1,15.5014
Kepler-234 c,1,0,2014,7.21205,3.51,12.1,1.11,1.11,5.66956591796875,1733.1,15.5014
Kepler-235 b,1,0,2014,3.340222,2.23,5.6,0.55,0.58,5.66956591796875,428.018,15.9695
Kepler-235 c,1,0,2014,7.824904,1.28,2.18,0.55,0.58,5.66956591796875,428.018,15.9695
Kepler-235 d,1,0,2014,20.060548,2.05,4.86,0.55,0.58,5.66956591796875,428.018,15.9695
Kepler-235 e,1,0,2014,46.183669,2.22,5.56,0.55,0.58,5.66956591796875,428.018,15.9695
Kepler-236 b,1,0,2014,8.295611,1.57,3.09,0.51,0.6,5.66956591796875,288.763,15.3743
Kepler-236 c,1,0,2014,23.968127,2.0,4.66,0.51,0.6,5.66956591796875,288.763,15.3743
Kepler-237 b,1,0,2014,4.715106,1.41,2.57,0.72,0.7,5.66956591796875,657.822,15.2832
Kepler-237 c,1,0,2014,8.103636,2.08,4.98,0.72,0.7,5.66956591796875,657.822,15.2832
Kepler-238 b,1,0,2014,2.090876,1.73,3.64,1.43,1.06,5.66956591796875,1798.75,15.0243
Kepler-238 c,1,0,2014,6.155557,2.39,6.3,1.43,1.06,5.66956591796875,1798.75,15.0243
Kepler-238 d,1,0,2014,13.233549,3.07,9.64,1.43,1.06,5.66956591796875,1798.75,15.0243
Kepler-238 e,1,0,2013,23.654,5.6,169.7,0.96,1.06,5.66956591796875,1798.75,15.0243
Kepler-238 f,1,0,2013,50.447,2.0,13.5,0.96,1.06,5.66956591796875,1798.75,15.0243
Kepler-239 b,1,0,2014,11.763051,2.33,6.04,0.76,0.76,5.66956591796875,648.109,15.2333
Kepler-239 c,1,0,2014,56.228098,2.51,6.85,0.76,0.76,5.66956591796875,648.109,15.2333
Kepler-24 b,1,0,2011,8.14,2.348,11.14,1.1,1.06,5.66956591796875,1156.81,14.9234
Kepler-24 c,1,0,2011,12.33,2.514,9.99,1.1,1.06,5.66956591796875,1156.81,14.9234
Kepler-24 d,1,0,2014,4.244384,1.67,3.43,1.29,0.98,5.66956591796875,1156.81,14.9234
Kepler-24 e,1,0,2014,18.998355,2.78,8.15,1.29,0.98,5.66956591796875,1156.81,14.9234
Kepler-240 b,1,0,2014,4.144495,1.37,2.45,0.74,0.75,5.66956591796875,746.927,15.6622
Kepler-240 c,1,0,2014,7.953528,2.2,102.3,0.74,0.75,5.66956591796875,746.927,15.6622
Kepler-241 b,1,0,2014,12.718092,2.33,6.04,0.67,0.67,5.66956591796875,512.0,15.3871
Kepler-241 c,1,0,2014,36.065978,2.57,7.13,0.67,0.67,5.66956591796875,512.0,15.3871
Kepler-242 b,1,0,2014,8.20395,2.61,7.32,0.85,0.81,5.66956591796875,600.241,15.3494
Kepler-242 c,1,0,2014,14.496481,2.0,4.66,0.85,0.81,5.66956591796875,600.241,15.3494
Kepler-243 b,1,0,2014,5.715442,2.45,6.57,0.84,0.83,5.66956591796875,693.86,15.0573
Kepler-243 c,1,0,2014,20.026218,1.99,4.62,0.84,0.83,5.66956591796875,693.86,15.0573
Kepler-244 b,1,0,2014,4.311792,2.76,8.05,0.8,0.96,5.66956591796875,1036.49,15.5455
Kepler-244 c,1,0,2014,9.767292,2.05,4.86,0.8,0.96,5.66956591796875,1036.49,15.5455
Kepler-244 d,1,0,2014,20.050401,2.31,15.2,0.8,0.96,5.66956591796875,1036.49,15.5455
Kepler-245 b,1,0,2014,7.49019,2.57,7.13,0.8,0.86,5.66956591796875,861.527,15.5969
Kepler-245 c,1,0,2014,17.460812,2.18,225.6,0.8,0.86,5.66956591796875,861.527,15.5969
Kepler-245 d,1,0,2014,36.277108,3.03,21.6,0.8,0.86,5.66956591796875,861.527,15.5969
Kepler-245 e,1,0,2016,3.21982106,1.75,3.71,0.8,0.86,5.66956591796875,861.527,15.5969
Kepler-246 b,1,0,2014,4.60182,2.34,6.08,0.83,0.79,5.66956591796875,626.078,15.0422
Kepler-246 c,1,0,2014,11.187161,1.5,2.86,0.83,0.79,5.66956591796875,626.078,15.0422
Kepler-247 b,1,0,2014,3.33616,1.64,3.33,0.77,0.84,5.66956591796875,663.711,15.0473
Kepler-247 c,1,0,2014,9.439452,4.09,15.7,0.77,0.84,5.66956591796875,663.711,15.0473
Kepler-247 d,1,0,2014,20.477912,3.94,14.7,0.77,0.84,5.66956591796875,663.711,15.0473
Kepler-248 b,1,0,2014,6.308205,3.02,9.38,0.83,0.9,5.66956591796875,738.792,15.2331
Kepler-248 c,1,0,2014,16.239494,4.07,15.6,0.83,0.9,5.66956591796875,738.792,15.2331
Kepler-249 b,1,0,2014,3.306539,1.09,1.32,0.48,0.51,5.66956591796875,190.401,15.2305
Kepler-249 c,1,0,2014,7.113702,1.51,2.89,0.48,0.51,5.66956591796875,190.401,15.2305
Kepler-249 d,1,0,2014,15.368459,1.57,3.09,0.48,0.51,5.66956591796875,190.401,15.2305
Kepler-25 b,2,0,2011,6.238297,2.748,8.7,1.32,1.17,11.2,243.249,10.6319
Kepler-25 c,2,0,2011,12.7207,5.217,15.2,1.32,1.17,9.34,243.249,10.6319
Kepler-25 d,2,0,2014,122.4,10.0,71.9,1.32,1.17,9.5,243.249,10.6319
Kepler-250 b,1,0,2014,4.148141,1.13,1.51,0.81,0.83,5.66956591796875,760.585,15.4144
Kepler-250 c,1,0,2014,7.156804,2.28,5.82,0.81,0.83,5.66956591796875,760.585,15.4144
Kepler-250 d,1,0,2014,17.648312,2.18,5.39,0.81,0.83,5.66956591796875,760.585,15.4144
Kepler-251 b,1,0,2014,4.790936,1.33,2.33,0.89,0.95,5.66956591796875,924.625,15.216
Kepler-251 c,1,0,2014,16.514043,2.77,8.1,0.89,0.95,5.66956591796875,924.625,15.216
Kepler-251 d,1,0,2014,30.133001,2.77,8.1,0.89,0.95,5.66956591796875,924.625,15.216
Kepler-251 e,1,0,2014,99.640161,2.77,8.1,0.89,0.95,5.66956591796875,924.625,15.216
Kepler-252 b,1,0,2014,6.668391,1.23,2.04,0.55,0.61,5.66956591796875,379.424,15.0293
Kepler-252 c,1,0,2014,10.848463,2.15,5.27,0.55,0.61,5.66956591796875,379.424,15.0293
Kepler-253 b,1,0,2014,3.783986,1.63,3.29,0.79,0.85,5.66956591796875,838.595,15.5122
Kepler-253 c,1,0,2014,10.281951,2.65,7.51,0.79,0.85,5.66956591796875,838.595,15.5122
Kepler-253 d,1,0,2014,18.119869,3.17,10.2,0.79,0.85,5.66956591796875,838.595,15.5122
Kepler-254 b,1,0,2014,5.826662,3.87,14.3,0.91,0.93,5.66956591796875,1389.48,15.8379
Kepler-254 c,1,0,2014,12.412183,2.15,3.2,0.91,0.93,5.66956591796875,1389.48,15.8379
Kepler-254 d,1,0,2014,18.746477,2.5,6.8,0.91,0.93,5.66956591796875,1389.48,15.8379
Kepler-255 b,1,0,2014,5.714606,1.55,3.02,0.93,0.87,5.66956591796875,1052.53,15.5283
Kepler-255 c,1,0,2014,9.946047,2.99,9.22,0.93,0.87,5.66956591796875,1052.53,15.5283
Kepler-255 d,1,0,2016,1.04562266,1.32,2.3,0.86,0.9,5.66956591796875,1052.53,15.5283
Kepler-256 b,1,0,2014,1.620493,1.59,3.15,1.3,0.97,5.66956591796875,1026.43,15.0151
Kepler-256 c,1,0,2014,3.38802,2.15,5.27,1.3,0.97,5.66956591796875,1026.43,15.0151
Kepler-256 d,1,0,2014,5.839172,2.48,6.71,1.3,0.97,5.66956591796875,1026.43,15.0151
Kepler-256 e,1,0,2014,10.681572,2.35,6.12,1.3,0.97,5.66956591796875,1026.43,15.0151
Kepler-257 b,1,0,2014,2.382667,2.61,7.32,1.04,0.85,5.66956591796875,780.256,15.4215
Kepler-257 c,1,0,2014,6.581484,5.41,25.2,1.04,0.85,5.66956591796875,780.256,15.4215
Kepler-257 d,1,0,2014,24.664551,4.95,21.7,1.04,0.85,5.66956591796875,780.256,15.4215
Kepler-258 b,1,0,2014,13.19722,4.06,15.5,0.92,0.82,5.66956591796875,575.988,15.2012
Kepler-258 c,1,0,2014,33.653079,3.61,12.7,0.92,0.82,5.66956591796875,575.988,15.2012
Kepler-259 b,1,0,2014,8.115317,2.8,8.25,0.9,0.93,5.66956591796875,1002.14,15.1689
Kepler-259 c,1,0,2014,36.924931,2.7,7.75,0.9,0.93,5.66956591796875,1002.14,15.1689
Kepler-26 b,1,0,2011,12.28,2.78,5.12,0.51,0.54,1.9,335.307,15.4089
Kepler-26 c,1,0,2011,17.2559,2.72,6.2,0.51,0.54,1.9,335.307,15.4089
Kepler-26 d,1,0,2014,3.543919,1.07,1.24,0.57,0.62,1.9,335.307,15.4089
Kepler-26 e,1,0,2014,46.827915,2.41,6.39,0.57,0.62,1.9,335.307,15.4089
Kepler-260 b,1,0,2014,8.187399,2.01,4.7,0.86,0.92,5.66956591796875,627.365,14.1176
Kepler-260 c,1,0,2014,76.050178,1.74,3.68,0.86,0.92,5.66956591796875,627.365,14.1176
Kepler-261 b,1,0,2014,10.381227,2.18,5.39,0.79,0.88,5.66956591796875,317.499,13.5287
Kepler-261 c,1,0,2014,24.570858,2.0,4.66,0.79,0.88,5.66956591796875,317.499,13.5287
Kepler-262 b,1,0,2014,13.060855,1.36,2.42,0.88,0.99,5.66956591796875,613.129,14.2241
Kepler-262 c,1,0,2014,21.853722,1.64,3.33,0.88,0.99,5.66956591796875,613.129,14.2241
Kepler-263 b,1,0,2014,16.568087,2.67,7.61,0.79,0.8,5.66956591796875,754.747,15.4167
Kepler-263 c,1,0,2014,47.332773,2.47,6.66,0.79,0.8,5.66956591796875,754.747,15.4167
Kepler-264 b,1,0,2014,40.806231,3.33,11.1,1.55,1.46,5.66956591796875,942.173,13.0135
Kepler-264 c,1,0,2014,140.101261,2.83,8.4,1.55,1.46,5.66956591796875,942.173,13.0135
Kepler-265 b,1,0,2014,6.846262,1.86,4.12,1.1,0.98,5.66956591796875,1280.25,15.3522
Kepler-265 c,1,0,2014,17.028937,2.63,7.41,1.1,0.98,5.66956591796875,1280.25,15.3522
Kepler-265 d,1,0,2014,43.130617,2.49,6.76,1.1,0.98,5.66956591796875,1280.25,15.3522
Kepler-265 e,1,0,2014,67.831024,2.59,7.22,1.1,0.98,5.66956591796875,1280.25,15.3522
Kepler-266 b,1,0,2014,6.61833,2.48,6.71,1.03,0.95,5.66956591796875,1370.79,15.5772
Kepler-266 c,1,0,2014,107.723601,3.89,14.4,1.03,0.95,5.66956591796875,1370.79,15.5772
Kepler-267 b,1,0,2014,3.353728,1.98,37.9,0.56,0.54,5.66956591796875,264.993,15.4693
Kepler-267 c,1,0,2014,6.87745,2.13,5.18,0.56,0.54,5.66956591796875,264.993,15.4693
Kepler-267 d,1,0,2014,28.464515,2.27,5.77,0.56,0.54,5.66956591796875,264.993,15.4693
Kepler-268 b,1,0,2014,25.934138,2.55,7.04,1.27,1.13,5.66956591796875,851.87,13.6678
Kepler-268 c,1,0,2014,83.446393,3.38,11.4,1.27,1.13,5.66956591796875,851.87,13.6678
Kepler-269 b,1,0,2014,5.326718,2.47,6.66,0.96,0.92,5.66956591796875,2257.32,15.7352
Kepler-269 c,1,0,2014,8.127899,1.69,3.5,0.96,0.92,5.66956591796875,2257.32,15.7352
Kepler-27 b,1,0,2011,15.3348,4.0,2895.31,0.59,0.65,0.6,1044.36,15.8164
Kepler-27 c,1,0,2011,31.3309,4.9,4385.87,0.59,0.65,0.6,1044.36,15.8164
Kepler-27 d,1,0,2021,6.54628992,2.706,7.78,0.82,0.93,0.6,1044.36,15.8164
Kepler-270 b,1,0,2014,11.476094,2.01,4.7,1.46,1.17,5.66956591796875,948.781,13.8586
Kepler-270 c,1,0,2014,25.262887,1.77,3.78,1.46,1.17,5.66956591796875,948.781,13.8586
Kepler-271 b,1,0,2014,10.43547805,1.23,2.04,0.87,0.9,5.66956591796875,404.542,13.4284
Kepler-271 c,1,0,2014,7.41086267,0.95,0.809,0.87,0.9,5.66956591796875,404.542,13.4284
Kepler-271 d,1,0,2016,5.24972541,0.66,0.219,0.87,0.9,5.66956591796875,404.542,13.4284
Kepler-272 b,1,0,2014,2.971353,1.43,78.0,0.93,0.86,5.66956591796875,889.608,14.6591
Kepler-272 c,1,0,2014,6.057342,1.79,97.8,0.93,0.86,5.66956591796875,889.608,14.6591
Kepler-272 d,1,0,2014,10.937304,2.25,5.69,0.93,0.86,5.66956591796875,889.608,14.6591
Kepler-273 b,1,0,2014,2.936532,1.5,2.86,0.81,0.94,5.66956591796875,713.964,14.9683
Kepler-273 c,1,0,2014,8.014927,1.98,4.58,0.81,0.94,5.66956591796875,713.964,14.9683
Kepler-274 b,1,0,2014,11.634788,1.54,2.99,1.01,1.08,5.66956591796875,1333.62,15.0319
Kepler-274 c,1,0,2014,33.197861,1.84,4.04,1.01,1.08,5.66956591796875,1333.62,15.0319
Kepler-275 b,1,0,2014,10.300682,2.34,6.08,1.38,1.16,5.66956591796875,2034.25,15.2874
Kepler-275 c,1,0,2014,16.088134,3.38,11.4,1.38,1.16,5.66956591796875,2034.25,15.2874
Kepler-275 d,1,0,2014,35.676062,3.33,11.1,1.38,1.16,5.66956591796875,2034.25,15.2874
Kepler-276 b,1,0,2014,14.12841,2.87,8.6,1.05,1.04,5.66956591796875,1144.86,15.3648
Kepler-276 c,1,0,2013,31.884,2.9,16.6,1.03,1.1,5.66956591796875,1144.86,15.3648
Kepler-276 d,1,0,2013,48.648,2.8,16.3,1.03,1.1,5.66956591796875,1144.86,15.3648
Kepler-277 b,1,0,2013,17.324,2.92,87.3,1.69,1.12,5.66956591796875,976.643,13.3884
Kepler-277 c,1,0,2013,33.006,3.36,64.2,1.69,1.12,5.66956591796875,976.643,13.3884
Kepler-278 b,1,0,2014,30.160546,4.07,15.6,2.94,1.08,5.66956591796875,443.03,11.5296
Kepler-278 c,1,0,2014,51.078775,3.59,12.6,2.94,1.08,5.66956591796875,443.03,11.5296
Kepler-279 b,1,0,2014,12.309681,3.62,12.8,1.75,1.16,5.66956591796875,1037.4,13.5847
Kepler-279 c,1,0,2013,35.736,4.3,49.4,1.07,1.1,5.66956591796875,1037.4,13.5847
Kepler-279 d,1,0,2013,54.414,3.1,37.5,1.07,1.1,5.66956591796875,1037.4,13.5847
Kepler-28 b,1,0,2011,5.91,1.959,1.63,0.66,0.68,5.66956591796875,438.359,15.0257
Kepler-28 c,1,0,2011,8.99,1.857,2.06,0.66,0.68,5.66956591796875,438.359,15.0257
Kepler-280 b,1,0,2014,2.139542,1.45,2.7,0.89,0.96,5.66956591796875,780.361,14.4574
Kepler-280 c,1,0,2014,4.807091,2.01,4.7,0.89,0.96,5.66956591796875,780.361,14.4574
Kepler-281 b,1,0,2014,14.646008,2.82,8.35,0.9,0.95,5.66956591796875,1745.45,15.7537
Kepler-281 c,1,0,2014,36.337373,5.31,24.4,0.9,0.95,5.66956591796875,1745.45,15.7537
Kepler-281 d,1,0,2021,148.2720032,5.937,29.5,0.88,0.98,5.66956591796875,1745.45,15.7537
Kepler-282 b,1,0,2014,9.220524,1.01,1.01,0.9,0.79,5.66956591796875,1337.61,15.1779
Kepler-282 c,1,0,2014,13.638723,1.2,1.87,0.9,0.79,5.66956591796875,1337.61,15.1779
Kepler-282 d,1,0,2013,24.806,2.46,61.0,0.89,0.97,5.66956591796875,1337.61,15.1779
Kepler-282 e,1,0,2013,44.347,3.1,56.2,0.89,0.97,5.66956591796875,1337.61,15.1779
Kepler-283 b,1,0,2014,11.008151,2.13,5.18,0.57,0.6,5.66956591796875,468.094,15.8753
Kepler-283 c,1,0,2014,92.743711,1.82,3.97,0.57,0.6,5.66956591796875,468.094,15.8753
Kepler-284 b,1,0,2014,12.699149,2.24,5.65,0.81,0.92,5.66956591796875,1031.95,15.8126
Kepler-284 c,1,0,2014,37.514456,2.61,7.32,0.81,0.92,5.66956591796875,1031.95,15.8126
Kepler-285 b,1,0,2014,2.633867,1.34,2.36,0.81,0.82,5.66956591796875,824.31,15.1521
Kepler-285 c,1,0,2014,6.186676,1.12,1.46,0.81,0.82,5.66956591796875,824.31,15.1521
Kepler-286 b,1,0,2014,1.796302,1.24,2.07,0.86,0.96,5.66956591796875,1226.85,15.5447
Kepler-286 c,1,0,2014,3.468095,1.37,2.45,0.86,0.96,5.66956591796875,1226.85,15.5447
Kepler-286 d,1,0,2014,5.914323,1.33,2.33,0.86,0.96,5.66956591796875,1226.85,15.5447
Kepler-286 e,1,0,2014,29.221289,1.77,3.78,0.86,0.96,5.66956591796875,1226.85,15.5447
Kepler-287 b,1,0,2014,20.342199,2.33,6.04,1.03,0.97,5.66956591796875,835.86,14.7442
Kepler-287 c,1,0,2014,44.851896,3.26,10.7,1.03,0.97,5.66956591796875,835.86,14.7442
Kepler-288 b,1,0,2014,6.097326,1.67,3.43,1.09,1.03,5.66956591796875,1194.15,15.152
Kepler-288 c,1,0,2014,19.305772,2.85,8.5,1.09,1.03,5.66956591796875,1194.15,15.152
Kepler-288 d,1,0,2014,56.633742,2.67,7.61,1.09,1.03,5.66956591796875,1194.15,15.152
Kepler-289 b,1,0,2014,34.545,2.15,7.3,1.0,1.08,5.66956591796875,704.438,13.9628
Kepler-289 c,1,0,2014,125.8518,11.59,132.0,1.0,1.08,5.66956591796875,704.438,13.9628
Kepler-289 d,1,0,2014,66.0634,2.68,4.0,1.0,1.08,5.66956591796875,704.438,13.9628
Kepler-29 b,1,0,2011,10.33974,2.55,5.0,0.73,0.76,4.0,832.532,15.2819
Kepler-29 c,1,0,2011,13.28613,2.34,4.5,0.73,0.76,4.0,832.532,15.2819
Kepler-290 b,1,0,2014,14.589347,2.25,5.69,0.74,0.8,5.66956591796875,694.627,15.5648
Kepler-290 c,1,0,2014,36.77031,2.7,7.75,0.74,0.8,5.66956591796875,694.627,15.5648
Kepler-290 d,1,0,2023,0.76401755,0.86,0.566,0.76,0.84,5.66956591796875,694.627,15.5648
Kepler-291 b,1,0,2014,3.546511,2.16,5.31,1.02,0.9,5.66956591796875,1786.48,15.8985
Kepler-291 c,1,0,2014,5.700786,1.88,4.19,1.02,0.9,5.66956591796875,1786.48,15.8985
Kepler-292 b,1,0,2014,2.580827,1.32,2.3,0.83,0.85,5.66956591796875,1056.48,15.9419
Kepler-292 c,1,0,2014,3.715335,1.47,2.76,0.83,0.85,5.66956591796875,1056.48,15.9419
Kepler-292 d,1,0,2014,7.055679,2.23,5.6,0.83,0.85,5.66956591796875,1056.48,15.9419
Kepler-292 e,1,0,2014,11.97901,2.67,7.61,0.83,0.85,5.66956591796875,1056.48,15.9419
Kepler-292 f,1,0,2014,20.834237,2.35,6.12,0.83,0.85,5.66956591796875,1056.48,15.9419
Kepler-293 b,1,0,2014,19.254196,3.07,9.64,0.96,0.94,5.66956591796875,974.633,15.3334
Kepler-293 c,1,0,2014,54.155743,3.83,14.0,0.96,0.94,5.66956591796875,974.633,15.3334
Kepler-294 b,1,0,2014,3.701212,1.77,3.78,0.98,0.95,5.66956591796875,1357.01,15.8186
Kepler-294 c,1,0,2014,6.6264,2.71,7.8,0.98,0.95,5.66956591796875,1357.01,15.8186
Kepler-295 b,1,0,2014,12.645164,1.22,1.98,0.9,0.89,5.66956591796875,1699.19,14.4325
Kepler-295 c,1,0,2014,21.526258,1.17,1.71,0.9,0.89,5.66956591796875,1699.19,14.4325
Kepler-295 d,1,0,2014,33.884054,1.36,2.42,0.9,0.89,5.66956591796875,1699.19,14.4325
Kepler-296 b,2,0,2014,10.864384,1.61,3.22,0.48,0.5,5.66956591796875,167.0,15.9015
Kepler-296 c,2,0,2014,5.8416366,2.0,4.66,0.48,0.5,5.66956591796875,167.0,15.9015
Kepler-296 d,2,0,2014,19.850291,2.09,5.02,0.48,0.5,5.66956591796875,167.0,15.9015
Kepler-296 e,2,0,2014,34.14211,1.53,2.96,0.48,0.5,5.66956591796875,167.0,15.9015
Kepler-296 f,2,0,2014,63.33627,1.8,3.89,0.48,0.5,5.66956591796875,167.0,15.9015
Kepler-297 b,1,0,2014,38.871826,2.87,48.5,0.92,0.98,5.66956591796875,692.14,14.1922
Kepler-297 c,1,0,2014,74.920137,6.54,42.1,0.92,0.98,5.66956591796875,692.14,14.1922
Kepler-297 d,1,0,2023,150.0189511,32.6,89700.0,0.9,0.85,5.66956591796875,692.14,14.1922
Kepler-298 b,1,0,2014,10.475464,1.96,4.5,0.58,0.66,5.66956591796875,518.204,15.4179
Kepler-298 c,1,0,2014,22.92881,1.93,4.38,0.58,0.66,5.66956591796875,518.204,15.4179
Kepler-298 d,1,0,2014,77.473633,2.5,6.8,0.58,0.66,5.66956591796875,518.204,15.4179
Kepler-299 b,1,0,2014,2.927128,1.32,2.3,1.03,0.95,5.66956591796875,1052.24,15.0103
Kepler-299 c,1,0,2014,6.885875,2.65,7.51,1.03,0.95,5.66956591796875,1052.24,15.0103
Kepler-299 d,1,0,2014,15.054786,1.86,4.12,1.03,0.95,5.66956591796875,1052.24,15.0103
Kepler-299 e,1,0,2014,38.285489,1.87,4.16,1.03,0.95,5.66956591796875,1052.24,15.0103
Kepler-30 b,1,0,2012,29.33434,3.9,11.3,0.95,0.99,1.94,914.221,15.3761
Kepler-30 c,1,0,2012,60.323105,12.3,640.0,0.95,0.99,1.94,914.221,15.3761
Kepler-30 d,1,0,2012,143.34394,8.8,23.1,0.95,0.99,1.94,914.221,15.3761
Kepler-300 b,1,0,2014,10.446347,1.67,3.43,0.9,1.07,5.66956591796875,1098.45,14.1797
Kepler-300 c,1,0,2014,40.714955,2.25,5.69,0.9,1.07,5.66956591796875,1098.45,14.1797
Kepler-301 b,1,0,2014,2.508553,1.35,2.39,0.9,0.98,5.66956591796875,719.166,14.2737
Kepler-301 c,1,0,2014,5.419026,1.35,2.39,0.9,0.98,5.66956591796875,719.166,14.2737
Kepler-301 d,1,0,2014,13.751243,1.75,3.71,0.9,0.98,5.66956591796875,719.166,14.2737
Kepler-302 b,1,0,2014,30.184104,4.06,15.5,1.22,1.02,5.66956591796875,1402.58,15.4911
Kepler-302 c,1,0,2014,127.282184,12.45,8.75,1.22,1.02,5.66956591796875,1402.58,15.4911
Kepler-303 b,1,0,2014,1.937055,0.89,0.64,0.48,0.57,5.66956591796875,209.738,14.396
Kepler-303 c,1,0,2014,7.061149,1.14,1.55,0.48,0.57,5.66956591796875,209.738,14.396
Kepler-304 b,1,0,2014,3.295709,2.86,8.55,0.69,0.8,5.66956591796875,434.684,14.8308
Kepler-304 c,1,0,2014,5.315946,2.17,5.35,0.69,0.8,5.66956591796875,434.684,14.8308
Kepler-304 d,1,0,2014,9.653471,2.75,8.0,0.69,0.8,5.66956591796875,434.684,14.8308
Kepler-304 e,1,0,2016,1.49914695,1.2,1.87,0.73,0.8,5.66956591796875,434.684,14.8308
Kepler-305 b,1,0,2013,5.487,3.6,10.5,0.8,0.76,5.66956591796875,868.477,15.7661
Kepler-305 c,1,0,2013,8.291,3.3,6.0,0.8,0.76,5.66956591796875,868.477,15.7661
Kepler-305 d,1,0,2014,16.74,2.76,6.2,0.79,0.83,5.66956591796875,868.477,15.7661
Kepler-305 e,1,0,2020,3.20538,1.794,3.87,0.83,0.82,5.66956591796875,868.477,15.7661
Kepler-306 b,1,0,2014,4.646186,1.52,2.92,0.72,0.81,5.66956591796875,775.679,15.5524
Kepler-306 c,1,0,2014,7.240193,2.35,6.12,0.72,0.81,5.66956591796875,775.679,15.5524
Kepler-306 d,1,0,2014,17.326644,2.47,6.66,0.72,0.81,5.66956591796875,775.679,15.5524
Kepler-306 e,1,0,2014,44.840975,2.27,5.77,0.72,0.81,5.66956591796875,775.679,15.5524
Kepler-307 b,1,0,2013,10.4208,2.43,7.44,0.81,0.91,5.66956591796875,575.581,14.0561
Kepler-307 c,1,0,2013,13.0729,2.2,3.64,0.81,0.91,5.66956591796875,575.581,14.0561
Kepler-308 b,1,0,2014,9.694928,2.12,5.14,0.94,0.92,5.66956591796875,1335.92,15.8506
Kepler-308 c,1,0,2014,15.38231,2.16,5.31,0.94,0.92,5.66956591796875,1335.92,15.8506
Kepler-309 b,1,0,2014,5.923653,1.56,3.05,0.72,0.67,5.66956591796875,544.568,15.1261
Kepler-309 c,1,0,2014,105.356383,2.51,6.85,0.72,0.67,5.66956591796875,544.568,15.1261
Kepler-31 b,1,0,2011,20.8613,5.5,25.9,1.22,1.21,5.66956591796875,1664.64,15.224
Kepler-31 c,1,0,2011,42.6318,5.3,1493.7,1.22,1.21,5.66956591796875,1664.64,15.224
Kepler-31 d,1,0,2014,87.6451,3.9,2161.244,1.22,1.21,5.66956591796875,1664.64,15.224
Kepler-310 b,1,0,2014,13.930698,1.19,1.81,0.88,0.91,5.66956591796875,602.268,14.265
Kepler-310 c,1,0,2014,56.47542,3.38,11.4,0.88,0.91,5.66956591796875,602.268,14.265
Kepler-310 d,1,0,2014,92.876125,2.47,7.0,0.88,0.91,5.66956591796875,602.268,14.265
Kepler-311 b,1,0,2014,9.176092,1.7,3.53,1.19,1.08,5.66956591796875,778.654,13.7537
Kepler-311 c,1,0,2014,19.738286,1.43,2.63,1.19,1.08,5.66956591796875,778.654,13.7537
Kepler-311 d,1,0,2023,232.040326,2.05,4.86,1.16,0.97,5.66956591796875,778.654,13.7537
Kepler-312 b,1,0,2014,1.772419,1.29,2.21,1.47,1.2,5.66956591796875,797.72,12.9211
Kepler-312 c,1,0,2014,19.747412,3.15,10.1,1.47,1.23,5.66956591796875,797.72,12.9211
Kepler-313 b,1,0,2014,14.970418,2.53,6.94,1.54,1.08,5.66956591796875,1079.395249,14.1106
Kepler-313 c,1,0,2014,32.273273,2.57,7.13,1.54,1.08,5.66956591796875,1079.395249,14.1106
Kepler-314 b,1,0,2014,2.461069,0.83,0.498,0.95,0.99,5.66956591796875,268.881,12.5226
Kepler-314 c,1,0,2014,5.960392,2.9,8.75,0.95,0.99,5.66956591796875,268.881,12.5226
Kepler-315 b,1,0,2014,96.101141,3.77,13.7,1.04,0.98,5.66956591796875,1160.63,15.2885
Kepler-315 c,1,0,2014,265.469335,4.15,16.1,1.04,0.98,5.66956591796875,1160.63,15.2885
Kepler-316 b,1,0,2014,2.240508,1.06,1.2,0.52,0.59,5.66956591796875,384.938,15.1944
Kepler-316 c,1,0,2014,6.827766,1.16,1.65,0.52,0.59,5.66956591796875,384.938,15.1944
Kepler-317 b,1,0,2014,5.524242,2.09,109.8,0.94,0.86,5.66956591796875,940.584,15.4571
Kepler-317 c,1,0,2014,8.77501,1.72,3.61,0.94,0.86,5.66956591796875,940.584,15.4571
